Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.498,7.598,13.64,20.312,24.018,33.57,39.023,39.712,38.273,51.343,66.278,69.021,65.448,72.857,NaN,51.852,48.199,52.407,56.36,50.173,46.067,41.697,43.428,45.276,46.675,61.675,48.805,45.539,40.724,52.861,44.457,41.253,43.849,48.277,51.485,51.914,57.035,73.683,76.733,80.989,95.559,95.051,108.316,108.895,130.889,125.62,124.99
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,0.463,0.93,1.401,2.037,2.599,3.127,3.785,4.034,4.535,4.956,5.338,5.765,6.24,6.675,NaN,7.6,8.046,8.451,8.905,9.362,9.823,10.241,10.663,11.087,11.563,11.995,12.43,12.868,13.31,13.755,14.154,14.657,15.062,15.521,15.984,16.399,16.869,17.29,17.714,18.141,18.571,18.95,19.386,19.825,20.268,20.714,21.163
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,0.569,1.076,1.622,2.175,2.733,3.511,4.12,4.664,5.177,5.806,6.367,6.859,7.431,7.855,NaN,8.792,9.266,9.664,9.945,10.43,11.123,10.308,10.755,11.536,13.045,13.772,14.422,14.99,15.521,15.921,16.235,16.596,18.432,19.231,19.753,20.136,20.666,21.152,21.544,22.186,23.086,23.847,24.205,24.668,25.448,25.869,26.717
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,0.534,1.135,1.743,2.296,2.981,3.674,4.313,5.025,5.68,6.277,6.881,7.424,7.972,8.456,NaN,9.508,10.078,10.509,11.016,11.528,12.045,12.492,13.017,13.472,14.007,14.469,15.014,15.484,15.959,16.518,16.92,17.406,17.897,18.392,18.89,19.309,19.816,20.241,20.756,21.188,21.624,22.15,22.592,23.127,23.577,24.029,24.485
GPT,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,-0.291,-0.724,0.293,4.736,8.294,10.12,13.4,17.28,21.006,36.554,44.468,42.961,40.615,42.961,NaN,38.906,38.206,41.779,39.613,44.926,45.696,41.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,-0.696,-1.295,-1.765,2.637,4.624,5.999,10.152,15.501,15.597,25.051,25.928,27.925,22.518,23.497,NaN,30.965,29.412,32.303,35.064,35.228,39.499,46.243,46.089,47.757,47.835,44.496,41.917,41.018,40.698,42.572,45.516,47.757,49.183,50.84,50.229,49.263,52.493,52.077,53.291,61.474,60.035,63.226,60.311,56.173,59.851,62.179,62.606
RBK,ALBARAKA PORTFÖY KATILIM FONU,0.456,1.244,1.629,4.523,6.122,6.273,8.083,12.5,13.592,23.974,33.667,35.309,32.344,33.81,NaN,33.858,33.953,34.919,35.603,35.751,36.842,37.951,38.821,38.821,38.872,38.41,37.546,37.85,37.546,37.495,37.951,38.513,38.002,38.462,38.564,39.13,40.172,41.443,43.393,44.222,44.892,46.766,46.881,46.536,42.737,42.901,43.229
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.049,7.85,14.447,20.062,22.834,32.248,36.685,37.753,35.963,48.718,62.702,63.987,61.356,68.826,NaN,47.39,44.3,47.779,49.965,44.058,39.651,34.318,36.816,36.772,39.439,54.482,43.002,39.409,32.357,42.196,34.881,31.936,32.848,36.338,40.32,42.637,45.13,59.953,65.399,72.537,85.037,87.927,103.076,108.032,129.098,126.04,126.637
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.521,1.107,1.64,2.239,2.845,3.397,4.142,4.834,5.471,6.051,6.704,7.231,7.764,8.235,NaN,9.326,9.741,10.229,10.721,11.147,11.576,12.008,12.443,12.882,13.399,13.92,14.446,14.901,15.206,15.513,16.131,16.756,16.914,17.309,17.707,18.108,18.592,18.917,19.326,19.655,20.069,20.486,20.906,21.329,21.754,22.183,22.442
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,0.736,1.342,1.86,2.48,3.01,3.644,4.286,4.835,5.288,5.797,6.311,6.777,7.248,7.723,NaN,8.685,9.118,9.555,9.995,10.383,10.83,11.28,11.678,12.078,12.481,12.887,13.295,13.707,14.062,14.48,14.9,15.324,16.242,16.738,17.175,17.615,17.996,18.442,18.893,19.346,19.738,20.198,20.661,21.128,21.599,22.006,22.483
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,0.537,1.079,1.477,1.979,2.385,2.896,3.412,3.933,4.302,4.779,4.726,5.099,5.476,5.855,NaN,6.622,7.009,7.344,7.737,8.132,8.531,8.932,9.337,9.744,10.096,10.45,10.806,11.165,11.466,11.829,12.133,12.439,12.932,14.436,14.691,15.075,15.462,16.178,16.572,16.903,17.302,17.57,17.974,18.448,18.858,19.271,19.686
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HVU,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.182,4.103,6.587,8.673,10.07,13.536,14.74,14.23,15.971,20.457,23.646,24.244,22.394,26.074,NaN,21.096,23.054,25.0,26.852,27.166,30.559,29.571,32.666,34.314,35.465,37.827,35.823,34.843,40.465,50.11,46.681,45.538,46.681,50.11,53.244,53.702,56.99,68.997,70.681,77.003,84.636,85.135,89.576,91.698,101.668,99.128,100.88
BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.418,3.778,7.492,10.413,11.87,20.569,21.636,19.569,18.488,24.203,27.385,30.262,31.39,39.324,NaN,24.957,32.415,36.812,40.82,48.049,38.988,32.172,37.53,40.341,49.044,58.723,48.967,44.779,42.349,52.997,40.958,37.727,41.65,46.918,52.512,54.638,58.986,73.317,76.824,83.811,95.129,92.267,105.56,107.184,128.165,121.335,122.188
HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.906,10.248,16.672,22.619,25.918,35.26,41.1,42.317,42.317,53.751,67.505,66.94,64.639,73.2,NaN,57.24,59.338,64.404,69.058,66.458,64.326,60.222,70.221,77.187,86.136,98.624,82.316,78.281,73.027,89.186,75.927,67.829,72.081,80.042,88.159,91.699,104.486,128.949,132.172,144.116,162.027,162.424,178.681,186.045,213.484,208.185,216.347
HVT,ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.64,1.288,1.945,2.61,3.369,4.139,4.921,5.714,6.52,7.246,7.89,8.542,9.107,9.677,NaN,10.837,11.327,11.922,12.422,13.028,13.538,14.053,14.572,15.096,15.731,16.159,16.698,17.241,17.79,18.344,18.791,19.129,19.696,20.153,20.729,21.195,21.663,22.136,22.612,22.972,23.333,23.454,23.697,23.941,24.802,25.05,25.174
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DEF,ALLBATROSS PORTFÖY DEFNE SERBEST FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.428,8.384,13.047,20.345,30.219,39.634,44.155,43.125,58.087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AEV,ALLBATROSS PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.827,7.337,11.056,15.935,22.698,31.061,35.822,37.347,32.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),5.65,10.797,20.214,21.604,24.667,25.597,27.985,30.364,27.79,41.548,53.279,48.282,35.398,51.758,NaN,40.955,39.9,43.601,44.712,45.462,42.265,48.806,61.207,69.486,71.735,67.797,68.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRU,ALLBATROSS PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.622,1.251,1.889,2.534,3.298,4.073,4.746,5.543,6.353,7.056,7.769,8.492,9.224,9.718,NaN,10.971,11.609,12.125,12.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PKF,ATA PORTFÖY ALTIN KATILIM FONU,-0.722,-1.434,-1.903,1.811,3.601,4.831,8.319,12.762,12.352,19.171,18.6,21.513,15.824,17.922,NaN,25.584,29.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.104,9.722,16.158,20.821,25.088,34.359,39.088,42.07,38.794,51.19,67.132,66.378,56.509,72.874,NaN,54.981,53.791,57.097,60.268,56.058,54.41,47.062,54.721,56.589,59.078,74.644,58.584,52.014,46.012,59.133,45.161,41.112,42.29,48.293,50.769,50.376,59.518,81.458,86.871,95.354,106.202,105.466,120.522,131.266,155.735,149.702,142.661
AED,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON,3.341,6.71,10.292,16.493,20.895,27.828,33.299,35.764,34.782,50.513,62.19,61.204,49.316,58.796,NaN,54.084,53.506,56.671,60.715,58.69,58.829,59.414,64.757,68.351,68.654,75.155,63.467,57.883,54.363,64.944,56.426,51.897,55.15,58.505,62.982,62.976,67.5,76.279,77.18,80.486,88.566,87.063,97.715,98.963,111.165,105.775,102.758
AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,2.85,5.723,8.794,14.004,17.827,23.218,27.95,29.544,28.81,42.214,52.202,51.53,42.737,50.188,NaN,46.013,45.638,48.004,50.895,49.625,49.838,49.929,53.628,56.296,56.744,60.564,53.58,50.066,47.93,54.447,49.655,46.973,49.398,51.717,54.869,55.08,58.307,64.062,64.795,67.279,71.996,71.457,77.841,78.507,86.046,83.069,81.963
AUT,ATA PORTFÖY DENGELİ DEĞİŞKEN FON,-0.513,-0.881,-1.189,-1.441,-2.159,-2.378,13.39,12.767,12.042,11.363,11.791,11.079,10.621,9.51,NaN,8.624,7.952,6.959,6.275,7.718,7.42,7.42,7.255,7.552,7.785,7.785,7.519,8.019,8.22,8.388,8.59,8.827,9.442,9.614,9.855,9.51,9.717,10.063,10.411,10.727,10.973,10.938,11.505,11.72,11.97,12.186,12.585
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0.495,0.845,1.368,4.769,6.272,7.113,9.647,16.935,18.243,34.437,43.951,45.187,41.345,42.757,NaN,42.596,42.476,43.382,44.156,45.374,46.761,47.959,49.463,49.926,49.882,49.375,48.653,49.089,49.243,49.287,49.529,49.993,50.304,50.75,51.064,52.38,55.151,56.443,57.535,58.297,59.516,60.5,60.576,60.246,60.627,61.959,61.573
AAS,ATA PORTFÖY FON SEPETİ SERBEST FONU,0.411,0.339,0.536,3.325,4.245,4.574,6.9,14.17,15.104,29.555,35.16,36.075,36.108,36.837,NaN,37.405,37.305,37.372,37.54,37.843,38.148,39.311,40.005,42.596,39.38,37.573,34.9,32.61,33.905,35.095,35.977,39.935,41.734,41.662,40.075,37.506,39.346,41.058,40.846,45.586,46.764,51.183,56.135,51.672,60.962,61.702,53.243
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.339,11.38,17.987,26.629,32.18,43.403,47.928,52.607,50.065,65.19,82.029,79.473,67.447,82.718,NaN,68.276,67.017,72.338,77.714,72.219,69.467,65.373,74.175,80.328,83.233,94.518,75.184,68.769,62.198,78.35,63.761,56.635,60.003,64.292,70.949,71.863,78.424,95.535,96.615,101.924,118.584,114.754,135.057,141.101,167.972,155.715,151.374
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.945,13.219,18.392,23.893,28.274,38.073,30.599,33.922,32.18,44.99,60.728,57.147,42.07,58.126,NaN,44.146,44.085,47.346,51.183,47.175,44.208,38.695,42.93,46.919,51.929,66.771,52.066,48.596,39.744,51.183,37.661,33.342,35.73,41.142,47.796,48.509,54.4,70.008,72.932,78.492,91.299,89.48,102.472,108.07,129.819,123.057,122.178
AAL,ATA PORTFÖY PARA PİYASASI (TL) FONU,0.499,0.902,1.41,1.923,2.442,3.071,3.601,4.244,4.787,5.335,5.889,6.448,7.014,7.471,NaN,8.513,8.983,9.457,9.934,10.417,10.903,11.271,11.765,12.263,12.766,13.273,13.657,14.043,14.562,14.954,15.349,15.747,16.148,16.416,16.821,17.093,17.503,17.916,18.192,18.61,19.031,19.313,19.738,20.024,20.455,20.888,21.325
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,-2.27,-3.932,-2.534,0.0,3.908,8.458,11.674,12.929,17.785,31.587,42.925,48.075,55.594,59.015,NaN,50.792,49.421,51.171,48.562,53.872,55.997,56.401,51.551,59.015,54.398,60.997,52.961,59.859,62.444,67.874,73.18,72.684,73.846,70.085,69.288,63.472,66.024,70.888,75.364,88.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,-0.093,1.903,4.743,11.737,14.668,16.667,18.736,23.529,28.033,43.952,51.485,49.895,48.235,48.235,NaN,43.182,42.326,46.914,45.913,49.372,48.957,44.828,41.573,44.437,45.714,46.813,43.47,42.042,41.854,43.758,43.47,41.667,40.736,44.437,43.278,41.107,41.48,48.235,48.03,50.633,53.109,55.33,62.273,60.69,68.0,66.563,65.533
DGH,ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU,0.535,1.076,1.76,2.523,3.298,4.084,4.737,5.472,6.179,6.859,7.546,8.204,8.831,9.465,NaN,10.674,11.247,11.868,12.453,13.045,13.6,14.161,14.727,15.299,15.832,16.415,16.958,17.507,18.014,18.526,18.948,19.373,19.801,20.28,20.763,21.299,21.79,22.236,22.785,23.288,23.847,24.308,24.824,25.344,25.816,26.185,26.664
TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),2.523,6.77,10.784,17.013,21.587,30.39,34.489,37.118,34.056,46.51,62.704,62.794,58.859,66.264,NaN,45.357,42.628,47.398,50.283,44.564,41.976,38.59,46.672,54.665,57.215,71.462,56.005,52.149,40.377,48.569,40.756,30.076,28.077,28.483,27.607,29.029,31.128,44.579,47.936,56.255,70.88,75.844,95.419,102.162,121.5,120.562,120.329
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.69,1.325,2.034,2.785,3.547,4.355,5.141,5.869,6.536,7.427,8.114,8.774,9.404,10.041,NaN,11.223,11.882,12.548,13.223,13.906,14.597,15.09,15.67,16.298,16.934,17.576,18.182,18.794,19.457,20.082,20.714,21.353,21.998,22.604,23.263,23.929,24.554,25.185,25.823,26.467,27.118,27.776,28.389,29.008,29.685,30.264,30.954
PFS,ATLAS PORTFÖY FON SEPETİ FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DFI,ATLAS PORTFÖY İKİNCİ SERBEST (TL) FON,-2.008,0.826,15.094,23.858,43.529,57.419,65.986,76.812,98.374,95.2,86.26,82.09,101.653,90.625,NaN,34.807,16.746,6.55,7.489,24.49,26.425,42.69,37.853,36.313,40.23,24.49,23.858,32.609,32.609,57.419,47.879,46.988,62.667,68.276,67.123,67.123,64.865,64.865,49.693,18.447,20.197,20.197,19.608,19.024,25.773,-4.314,-32.222
PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,0.389,0.768,1.434,4.615,5.994,7.019,9.521,16.764,18.128,33.907,43.018,44.552,41.182,42.373,NaN,42.385,42.462,43.427,44.216,45.204,46.351,47.192,48.525,48.772,48.778,48.493,48.074,48.235,48.668,49.182,49.903,50.805,51.153,51.718,52.95,54.014,57.26,57.544,58.407,58.858,60.201,61.049,61.331,61.308,62.19,64.206,65.032
BDC,AURA PORTFÖY BODRUM SERBEST FON,0.805,6.412,6.248,12.037,13.702,18.19,22.553,28.319,26.029,39.071,48.278,51.791,52.716,53.567,NaN,41.427,41.791,44.316,47.247,49.566,52.042,51.874,53.997,57.789,62.059,66.264,55.562,49.161,43.939,50.794,43.639,39.212,44.619,48.598,52.042,55.211,59.157,68.193,72.836,72.944,76.489,78.087,82.935,81.848,86.906,90.526,94.425
IYB,AURA PORTFÖY DEĞİŞKEN FONU,3.408,11.098,14.775,18.27,20.173,22.911,24.968,24.727,24.089,25.94,35.615,39.311,35.143,40.115,NaN,32.741,33.655,39.112,40.419,37.926,34.394,33.105,35.331,38.615,40.521,46.788,41.339,39.712,37.05,44.387,41.545,39.012,39.311,40.115,41.545,46.899,48.244,53.761,55.609,57.502,60.231,61.028,65.277,70.951,82.006,83.035,84.776
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.64,13.736,17.526,26.945,31.586,41.482,48.597,49.388,46.259,53.876,76.652,78.449,72.103,82.724,NaN,59.652,59.852,65.527,67.662,62.555,55.254,49.483,58.767,65.195,75.503,83.8,63.274,57.803,46.396,59.344,44.691,37.558,40.322,44.126,49.835,58.803,67.362,88.263,94.122,100.043,113.72,113.655,129.518,142.946,167.181,162.68,165.212
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,1.204,2.855,3.254,5.76,6.988,9.431,11.235,12.304,12.726,15.109,20.372,20.949,21.347,22.089,NaN,17.624,17.74,18.526,20.04,18.555,18.0,16.594,19.561,20.827,23.665,26.538,21.934,21.624,18.673,20.493,15.777,13.555,13.716,15.082,16.057,17.25,20.07,24.113,26.271,26.039,27.583,28.852,32.632,34.645,36.797,37.032,38.537
TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,1.312,3.012,4.667,7.841,11.501,12.177,15.418,23.014,24.992,41.284,50.393,52.358,51.35,53.36,NaN,52.477,53.683,56.634,57.544,61.292,62.347,55.569,55.881,55.839,56.466,58.271,52.917,52.717,52.517,55.714,59.44,60.228,60.118,60.98,62.392,63.256,64.965,68.443,73.608,78.743,79.597,85.303,83.93,81.752,87.177,80.962,78.47
GLS,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,0.0,1.887,1.887,3.846,3.846,5.882,5.882,5.882,5.882,8.0,10.204,10.204,12.5,12.5,NaN,12.5,12.5,12.5,14.894,14.894,14.894,14.894,14.894,17.391,17.391,17.391,17.391,17.391,17.391,17.391,20.0,20.0,20.0,20.0,22.727,22.727,22.727,25.581,25.581,25.581,25.581,25.581,28.571,28.571,28.571,28.571,28.571
PPF,AZİMUT PORTFÖY AKÇE SERBEST FON,0.195,0.457,0.72,1.922,2.125,1.787,1.989,2.193,2.329,2.533,2.739,2.945,3.152,3.36,NaN,3.779,3.709,3.919,4.13,4.413,4.626,4.84,5.055,5.27,5.487,5.704,5.923,6.142,6.362,6.657,6.954,7.252,7.552,7.93,8.234,8.539,8.846,9.155,9.544,9.857,10.172,10.489,10.807,11.127,11.53,11.855,12.263
GMA,AZİMUT PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,2.228,5.263,8.183,11.429,13.703,18.003,21.495,25.201,25.604,35.417,47.17,47.727,45.251,52.642,NaN,43.911,43.646,45.794,45.794,43.382,42.336,39.286,43.646,45.251,47.448,52.047,45.522,43.119,40.288,46.893,43.382,40.794,42.077,44.444,47.448,47.448,51.456,60.494,65.957,71.053,78.49,78.49,87.5,92.593,104.724,102.073,104.188
GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,-0.216,0.0,1.687,4.841,9.134,9.913,13.98,17.957,20.312,35.088,39.157,40.854,40.426,40.426,NaN,34.563,33.913,37.5,41.429,45.895,47.604,46.357,44.075,45.741,45.131,42.739,43.33,37.91,38.185,40.283,44.979,42.739,43.627,46.048,45.588,41.429,43.627,44.225,39.718,40.283,43.627,47.29,44.526,42.593,48.712,49.032,46.357
KSK,AZİMUT PORTFÖY İKİNCİ KİRA SERTİFİKALARI KATILIM FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
