Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks
GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,1.771,2.329,1.99,2.193,2.483,3.868,4.663,4.008,5.11,6.53,6.549,5.998,7.762,8.446,11.575,13.49,16.213,17.501,19.417,23.37,24.444,35.046,41.934,42.229,36.485,39.836,NaN,40.475,40.091,40.958,41.575,41.77,42.791,43.524,45.116,46.953,46.638,47.482,45.116,43.457,42.758,46.673,45.287,43.994,45.769,46.989,48.443,47.411,49.344,52.947,53.635,55.815,59.285,59.244,63.782,64.088,66.712,65.59,65.947
GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,1.579,2.117,1.28,1.379,1.579,2.969,4.255,3.279,4.786,6.375,5.973,5.683,7.636,9.274,11.565,14.844,17.69,20.304,23.135,27.509,27.985,41.736,50.0,51.027,43.248,48.271,NaN,47.421,47.0,48.129,49.203,49.492,50.146,50.0,50.439,52.144,52.144,54.196,51.101,49.347,48.485,53.965,51.621,47.845,48.699,49.275,51.101,51.324,54.505,59.783,62.731,67.408,69.895,71.405,76.905,77.618,81.695,80.105,81.162
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,4.422,6.029,5.229,7.385,5.784,5.988,7.313,6.892,7.135,8.509,7.337,6.119,6.362,6.143,7.403,11.49,15.27,15.084,18.237,24.817,27.493,45.966,59.245,60.389,45.788,51.5,NaN,53.394,51.548,53.902,53.627,53.254,55.272,58.244,60.366,61.573,62.624,61.192,57.983,60.289,60.882,60.351,60.527,60.205,59.495,59.109,58.192,58.521,60.836,64.413,63.93,67.505,69.053,74.252,74.098,74.189,74.261,75.65,75.558
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-0.131,3.332,-3.589,-8.052,-6.588,-1.853,1.087,-2.58,0.633,4.55,5.359,3.669,9.127,17.535,23.112,30.572,33.45,45.795,51.771,53.296,52.255,64.68,82.139,83.63,82.488,90.224,NaN,71.108,68.092,72.736,73.838,68.612,65.466,62.713,63.621,65.61,70.192,85.686,74.235,70.04,63.761,76.984,67.134,58.52,60.928,67.354,71.647,73.838,85.236,104.285,112.007,118.944,142.93,143.085,165.414,174.784,201.264,198.669,201.741
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,4.8,3.226,1.31,3.803,4.211,5.514,3.629,2.485,4.211,8.984,10.214,6.239,4.27,3.745,6.057,7.407,13.725,16.95,21.307,25.067,28.177,42.879,51.387,56.624,61.672,65.419,NaN,59.313,58.092,59.725,60.138,62.807,65.862,72.331,69.498,75.26,68.116,68.881,63.668,65.862,70.902,76.93,80.194,83.218,85.972,84.31,82.139,78.119,81.427,87.664,87.664,103.286,99.785,101.739,113.579,108.072,113.825,109.955,99.356
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,1.545,2.147,1.77,1.92,2.172,3.422,4.256,3.5,4.572,6.072,6.099,5.585,7.254,7.869,11.022,13.053,15.901,17.247,19.171,23.288,24.399,34.766,41.49,42.024,36.409,39.582,NaN,39.865,39.441,40.339,41.008,41.104,42.024,42.808,44.604,46.238,45.723,46.497,44.05,42.366,41.538,45.06,43.551,42.17,44.05,45.416,46.861,45.672,47.488,50.985,51.426,53.618,56.997,56.818,60.964,61.027,63.056,62.035,62.162
GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,1.807,-0.032,-1.65,-2.023,-1.775,-1.085,-2.608,-2.394,-2.116,0.682,0.097,-0.514,1.54,1.707,1.44,7.01,10.011,10.521,12.773,18.599,21.339,35.209,43.539,43.273,40.226,39.91,NaN,39.72,38.72,40.036,43.207,45.356,46.942,47.431,44.408,44.813,42.68,42.548,41.766,41.442,40.353,40.992,41.507,40.226,41.313,42.091,43.472,40.928,48.847,53.416,55.885,58.032,59.414,67.423,68.883,71.5,75.184,75.283,70.838
EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,2.077,2.541,3.939,4.628,4.517,5.162,5.531,5.468,5.064,7.333,4.517,3.249,4.093,4.015,3.435,5.988,11.124,11.718,14.974,22.105,25.905,42.687,52.094,51.568,46.285,45.839,NaN,46.386,44.781,47.972,49.225,52.351,55.435,57.483,58.201,58.416,57.569,55.942,52.425,53.604,54.205,53.604,58.154,56.127,57.036,56.779,57.53,58.217,61.076,62.771,65.13,74.585,70.621,77.382,78.475,77.882,78.284,80.765,77.952
GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.519,3.099,-4.323,-8.481,-6.936,-3.601,-2.107,-6.128,-2.48,0.934,4.615,2.274,7.557,12.982,20.154,24.079,29.004,37.929,41.648,44.228,42.727,56.645,73.251,73.733,62.204,77.238,NaN,59.625,58.545,64.146,67.421,62.815,60.904,55.304,61.831,67.421,67.122,82.651,67.122,62.533,56.689,73.091,59.399,56.514,59.761,66.331,75.359,77.238,82.178,98.938,101.867,110.011,123.806,119.011,136.716,138.524,163.326,153.472,143.693
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,3.262,2.374,0.135,0.711,-2.809,-1.815,-3.251,-2.84,-4.0,0.677,-0.335,-2.745,-3.062,-1.064,0.677,7.243,10.509,13.156,16.706,21.967,24.937,40.776,47.839,44.959,42.734,43.56,NaN,38.806,37.969,42.734,40.113,45.312,44.396,39.391,35.211,38.677,39.784,39.981,38.033,35.519,34.966,36.077,36.326,35.89,35.273,37.08,37.08,34.478,35.273,42.529,42.871,45.597,46.169,51.066,58.382,59.4,66.164,61.827,60.258
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-0.185,1.406,-2.96,-7.389,-3.651,-0.976,-0.734,-4.191,-0.062,4.139,8.164,5.527,12.241,20.804,27.095,34.132,39.974,49.104,53.33,55.46,53.839,68.012,84.537,80.133,69.859,86.231,NaN,70.752,69.151,75.175,78.352,74.329,72.66,66.975,72.568,79.04,82.976,98.897,84.957,82.257,74.235,89.603,73.583,71.112,76.221,81.037,86.766,89.936,97.686,120.516,122.94,132.023,148.165,145.351,163.474,166.502,192.432,176.255,171.632
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,5.372,3.998,-2.287,0.885,-6.046,-7.032,-9.936,-7.677,-11.501,-5.787,-7.855,-12.183,-14.444,-15.828,-17.111,-13.704,-8.138,-5.676,-2.087,-0.623,2.221,13.79,21.657,22.844,22.844,25.222,NaN,18.348,17.189,20.01,16.391,20.191,23.861,18.583,15.048,21.287,17.708,19.352,14.061,13.952,14.333,13.198,20.07,19.233,17.998,15.214,15.492,11.406,15.214,17.534,20.92,32.503,33.912,40.434,45.826,41.263,41.263,39.452,32.429
GTY,GARANTİ PORTFÖY TREND SERBEST FON,3.965,4.551,3.716,5.443,6.568,8.302,8.938,8.756,9.582,11.945,10.751,10.609,11.848,13.066,14.766,17.679,19.963,20.52,23.208,28.642,29.67,43.267,52.976,55.263,46.501,52.976,NaN,51.991,52.616,53.519,53.7,55.263,55.729,56.953,57.429,58.583,56.763,55.263,52.347,51.018,52.616,54.893,58.004,61.042,61.543,61.042,59.069,56.574,56.763,58.293,57.812,61.042,61.644,61.443,62.149,60.148,61.142,59.166,59.459
GZY,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,4.182,4.818,0.097,-1.247,-2.709,-0.483,-2.984,-4.306,-5.564,-1.843,-5.564,-9.387,-7.681,-10.438,-9.04,-5.708,-3.196,-0.547,4.57,9.851,13.524,30.283,40.986,40.091,43.942,44.076,NaN,42.547,43.875,45.023,44.009,49.806,49.155,42.088,38.396,42.547,39.395,43.608,38.334,38.707,40.729,44.616,51.868,58.817,57.522,56.484,53.453,51.794,57.041,60.135,56.247,64.309,64.923,68.063,78.865,81.067,91.388,90.327,77.631
GPU,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,1.847,2.428,1.655,1.758,2.308,3.503,4.18,3.426,4.46,6.299,6.203,5.103,7.293,8.004,11.0,13.171,15.982,18.394,21.013,25.367,26.021,38.811,46.69,47.215,39.004,44.154,NaN,43.651,43.24,44.065,45.08,44.93,45.593,45.351,47.215,48.873,48.306,49.925,46.66,44.66,43.917,48.842,46.414,43.592,45.623,46.66,48.621,48.118,50.473,55.312,56.457,60.767,65.048,64.971,69.976,69.155,73.729,70.763,69.934
GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.73,2.853,0.994,1.361,1.361,3.712,5.028,2.711,4.635,6.938,6.53,5.774,8.337,11.028,14.322,17.88,21.798,25.774,29.34,34.477,34.477,50.101,60.676,61.722,51.32,58.174,NaN,56.403,55.424,57.728,59.415,59.188,60.33,59.986,61.255,63.616,62.901,64.459,61.255,58.286,56.842,65.188,61.372,58.962,59.986,61.839,63.856,63.616,67.165,74.746,77.946,84.558,89.086,91.189,98.138,98.314,106.181,105.423,104.67
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,1.25,2.532,3.185,3.846,4.516,5.882,6.579,6.579,7.285,8.725,6.579,6.579,7.285,7.285,8.0,10.959,12.5,13.287,16.547,23.664,25.581,42.105,51.402,52.83,50.0,51.402,NaN,51.402,51.402,52.83,52.83,54.286,55.769,57.282,57.282,58.824,58.824,58.824,57.282,57.282,57.282,57.282,57.282,58.824,58.824,58.824,58.824,60.396,62.0,63.636,65.306,65.306,67.01,67.01,67.01,68.75,68.75,70.526,70.526
ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.563,2.143,-0.832,-2.721,-1.786,-0.14,1.275,-0.556,0.989,6.716,12.069,11.719,15.883,18.377,23.276,25.88,29.295,34.652,37.765,40.748,40.472,50.21,61.036,59.955,50.526,60.674,NaN,54.095,59.955,65.893,69.031,66.667,65.127,61.765,69.031,73.966,73.544,85.233,73.544,70.644,66.279,78.75,71.053,68.235,70.238,75.245,81.472,83.333,85.714,93.243,94.823,98.611,107.246,103.125,114.072,116.012,128.435,124.138,120.679
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,2.118,3.237,2.878,3.546,3.546,4.644,5.443,5.122,5.765,7.298,5.927,5.282,5.496,5.819,6.911,10.149,12.602,13.403,16.265,22.373,23.466,35.579,42.867,44.058,39.221,43.56,NaN,42.279,42.966,44.662,44.662,45.474,46.502,47.126,47.755,49.029,49.892,50.326,48.602,49.459,49.352,50.217,49.567,50.0,50.217,51.093,51.314,51.314,52.426,55.165,55.049,56.927,58.124,60.077,61.198,61.827,63.1,63.486,63.486
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),-1.139,2.564,-0.402,-3.577,-1.288,1.212,5.994,3.269,7.676,11.409,14.036,12.711,19.439,24.521,40.425,45.125,53.547,62.099,65.054,63.861,65.026,82.905,106.314,105.65,94.754,116.091,NaN,95.783,101.324,109.567,115.764,109.939,107.701,98.791,113.796,121.79,124.25,144.106,120.761,113.994,102.551,122.166,104.592,98.288,102.002,109.648,119.721,122.135,125.69,142.532,145.477,155.199,171.994,165.767,185.771,189.246,218.923,210.515,202.217
GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,1.864,3.233,2.237,-1.553,0.371,3.9,7.939,4.73,6.683,11.833,10.549,10.564,10.822,13.993,15.955,21.102,24.135,29.756,35.867,39.869,39.229,64.211,77.235,78.478,48.623,79.985,NaN,66.066,68.395,71.685,76.391,72.344,69.871,66.066,81.886,89.129,91.94,112.408,92.525,87.527,79.511,88.419,72.362,72.327,77.66,83.038,100.188,101.942,112.7,130.53,147.281,160.027,176.561,158.843,194.372,203.111,233.399,225.506,206.434
GLG,GLOBAL MD PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.446,3.654,-3.005,-5.252,0.028,1.005,1.823,-2.169,3.684,7.881,10.525,6.156,12.11,19.701,24.399,27.834,35.725,49.638,52.824,52.757,53.223,67.047,80.41,80.318,59.546,79.398,NaN,69.952,65.865,72.114,76.962,68.81,65.242,55.802,58.54,67.763,82.564,98.086,83.325,73.13,66.179,84.963,69.297,67.444,70.528,80.318,88.431,85.843,97.529,127.114,127.702,139.32,164.313,160.593,166.92,173.774,206.179,198.642,196.627
