Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks,60 Weeks,61 Weeks,62 Weeks,63 Weeks,64 Weeks,65 Weeks,66 Weeks,67 Weeks,68 Weeks,69 Weeks,70 Weeks,71 Weeks,72 Weeks,73 Weeks,74 Weeks
PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,0.349,0.734,1.137,1.208,1.599,2.006,2.353,2.779,3.235,3.400,3.829,4.197,4.567,5.030,5.465,5.736,6.131,6.749,7.422,8.308,8.341,9.022,9.839,10.384,10.553,11.264,11.817,12.131,12.777,13.253,13.841,14.526,14.593,14.467,14.590,18.973,19.599,19.751,20.229,20.996,21.785,22.261,22.814,23.587,24.021,24.256,24.514,25.286,26.032,26.640,27.128,27.680,28.321,28.880,28.948,28.985,29.328,29.304,29.498,29.618,30.220,30.646,30.722,30.621,31.148,32.343,33.009,34.610,35.110,35.002,35.914,37.481,36.181,37.416
HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.094,-3.350,-0.387,1.215,4.468,1.406,-2.021,-2.985,-1.826,3.736,0.220,-4.735,-4.643,-1.695,-2.746,-2.666,-1.137,1.528,2.212,2.923,12.581,14.410,7.039,7.840,10.789,7.020,5.587,7.741,9.436,5.587,5.814,4.524,5.738,6.366,5.928,1.025,6.442,11.921,9.032,7.859,8.313,5.156,5.587,7.448,5.928,5.909,7.136,8.792,7.918,10.293,14.079,15.935,16.323,19.931,21.110,21.984,20.004,21.583,22.236,12.367,10.169,15.078,10.913,14.211,12.495,11.646,10.685,6.711,6.289,4.064,4.616,5.587,7.899,6.827
IFV,ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.656,1.379,2.200,3.006,3.793,4.624,5.752,6.518,7.230,8.216,9.052,9.935,11.006,11.780,12.636,13.871,13.395,14.685,15.814,16.887,18.100,19.297,19.823,21.056,21.473,23.125,24.383,25.355,26.478,27.483,29.020,30.066,30.355,32.707,31.227,31.864,32.757,33.763,34.733,35.717,37.087,37.891,39.360,40.525,41.653,42.454,43.613,44.969,46.109,47.267,48.444,49.958,51.307,52.616,53.880,55.301,56.680,57.942,59.296,60.455,63.729,64.569,66.040,67.616,68.980,70.531,72.111,73.720,75.273,77.120,78.825,80.470,82.053,83.663
PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,0.729,1.469,2.219,2.981,3.800,4.586,5.431,6.242,7.065,7.851,8.750,9.613,10.541,11.433,12.339,13.314,14.085,15.034,16.057,17.099,18.159,19.239,20.215,21.458,22.344,23.632,24.814,25.952,27.179,28.291,29.707,30.718,31.744,33.012,33.314,34.305,35.389,36.490,37.610,38.748,39.821,40.827,42.277,43.582,44.911,46.264,47.550,48.954,50.288,51.744,53.129,54.539,55.976,57.440,58.931,60.451,61.888,63.352,64.958,66.478,68.026,69.481,71.210,73.102,74.517,76.219,77.820,79.587,81.250,82.944,84.670,86.429,88.372,90.202
IHC,INVEO PORTFÖY INTER SERBEST FON,-6.516,-5.863,-6.916,-10.101,-6.743,-7.623,-9.317,-7.691,-10.052,-8.301,-5.256,-6.568,-1.480,-1.829,-0.020,4.609,-2.232,4.434,0.443,2.948,9.760,11.030,8.827,10.245,7.538,10.440,7.307,14.178,21.751,21.514,28.124,29.185,24.142,17.042,17.014,25.138,21.042,20.808,19.536,20.546,21.101,18.178,22.407,26.118,28.190,26.533,26.790,27.243,22.678,25.106,30.570,35.458,34.148,31.222,34.837,33.825,32.335,34.909,34.004,29.823,29.352,38.043,34.329,31.429,31.881,36.123,39.547,37.397,43.312,36.160,40.767,45.484,44.348,42.657
HOA,HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,-2.151,-3.704,-5.208,-1.622,-2.151,-2.674,-1.087,1.676,2.247,5.202,8.982,7.692,10.303,8.982,10.303,10.303,11.656,14.465,15.924,16.667,20.530,23.810,22.973,25.517,27.273,28.169,29.078,33.824,42.187,44.444,47.967,47.967,47.967,41.085,38.931,44.444,42.187,40.000,38.931,42.187,42.187,43.307,43.307,47.967,49.180,50.413,47.967,51.667,51.667,52.941,59.649,59.649,58.261,58.261,63.964,62.500,62.500,62.500,65.455,61.062,65.455,70.093,71.698,68.519,66.972,70.093,78.431,70.093,75.000,66.972,61.062,65.455,66.972,66.972
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,1.538,1.538,2.326,3.125,3.937,3.937,3.937,4.762,5.600,7.317,8.197,6.452,8.197,9.091,9.091,10.000,10.924,11.864,11.864,11.864,14.783,16.814,16.814,17.857,18.919,20.000,23.364,24.528,25.714,25.714,28.155,26.923,25.714,26.923,23.364,20.000,21.101,21.101,22.222,23.364,23.364,23.364,24.528,26.923,28.155,29.412,32.000,33.333,33.333,34.694,34.694,37.500,38.947,40.426,40.426,40.426,40.426,40.426,40.426,40.426,41.935,43.478,43.478,45.055,45.055,46.667,46.667,46.667,48.315,48.315,50.000,50.000,53.488,55.294
CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,-0.594,-1.618,-0.889,0.300,1.210,0.829,0.375,1.440,1.210,3.400,5.854,4.287,4.613,6.022,7.298,9.762,7.990,10.945,12.626,12.721,15.146,19.358,16.856,17.471,18.512,18.407,17.989,21.196,22.752,22.527,25.047,28.038,23.546,20.976,20.324,23.318,22.978,25.870,24.581,27.429,30.029,29.400,30.156,31.953,30.282,28.778,26.825,29.526,25.398,26.465,29.275,31.823,31.176,29.777,32.738,31.176,29.400,29.275,27.429,23.318,26.226,30.920,27.066,27.550,26.945,29.151,29.526,26.465,27.550,24.465,24.465,26.705,28.161,27.550
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.874,-1.022,4.496,7.593,13.035,7.196,-2.189,-4.754,-4.125,1.220,0.868,-8.215,-8.070,-4.910,-8.070,-6.592,-6.290,-5.987,-8.070,-3.808,10.456,17.137,12.597,15.278,21.548,18.814,23.881,29.111,31.448,23.355,26.304,26.856,20.290,18.330,12.379,-7.337,-5.220,1.573,3.750,5.636,5.254,1.396,-0.514,4.122,2.289,3.014,4.685,10.038,6.216,6.410,9.211,14.370,17.137,31.448,27.412,27.133,20.539,18.814,23.355,5.636,10.038,15.507,9.211,13.035,11.090,14.145,15.278,2.650,3.381,-2.680,-0.684,-0.343,-0.172,2.109
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,-0.895,0.226,-1.116,0.000,0.226,0.226,0.682,2.784,3.023,3.991,5.476,5.728,7.005,6.747,8.313,8.049,8.313,9.653,9.926,11.028,12.437,14.175,14.767,15.666,16.273,17.507,17.819,20.054,22.715,23.398,25.141,25.141,23.398,21.038,21.038,22.376,21.370,19.730,17.819,19.407,20.054,20.380,20.054,23.398,24.789,24.789,23.056,25.496,20.708,20.054,21.038,22.715,22.039,22.376,28.406,27.666,26.211,28.035,29.912,28.406,29.532,34.650,34.650,31.065,30.678,33.837,40.635,31.065,33.837,26.571,25.496,29.155,29.532,29.155
KPP,KARE PORTFÖY PARA PİYASASI FONU,0.723,1.457,2.246,3.047,3.816,4.642,5.481,6.334,7.153,7.984,8.778,9.685,10.556,11.493,12.393,13.308,14.072,15.126,16.200,17.236,18.291,19.365,20.397,21.572,22.389,23.732,24.908,26.038,27.258,28.293,29.628,30.701,31.573,33.127,33.503,34.412,35.489,36.584,37.776,38.908,40.059,41.229,42.419,43.716,44.948,46.201,47.569,48.962,50.286,51.731,53.105,54.605,56.032,57.485,58.966,60.475,61.902,63.467,64.948,66.456,68.111,69.556,71.274,73.153,74.558,76.247,77.970,79.590,81.240,82.921,84.633,86.525,88.305,90.120
FPZ,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.346,0.726,1.125,1.196,1.588,1.983,2.332,2.737,3.193,3.347,3.734,4.090,4.459,4.927,5.349,5.610,5.996,6.587,7.265,8.158,8.180,8.862,9.685,10.228,10.383,11.102,11.661,11.981,12.614,13.113,13.703,14.412,14.480,14.346,14.469,18.845,19.456,19.592,20.070,20.836,21.639,22.100,22.642,23.410,23.854,24.087,24.338,25.122,25.882,26.506,26.997,27.539,28.196,28.764,28.831,28.865,29.282,29.251,29.451,29.606,30.181,30.599,30.664,30.544,31.076,32.294,32.903,34.501,35.026,34.898,35.800,37.380,36.064,37.298
KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,-2.974,4.595,4.772,1.312,-2.974,1.847,8.885,13.209,17.338,19.749,22.472,27.828,30.936,30.585,30.825,34.178,30.677,33.694,36.230,37.219,38.408,38.304,39.260,43.465,47.321,47.438,53.419,48.835,50.065,47.861,51.389,58.865,55.349,56.187,56.292,65.034,67.783,70.438,65.980,70.281,74.220,80.113,82.922,84.562,88.084,91.149,89.197,92.900,83.393,88.543,89.973,86.681,94.479,86.794,77.968,78.861,84.012,90.129,87.893,86.681,93.545,103.626,105.205,101.238,102.514,110.952,119.654,111.433,119.498,106.393,111.240,117.131,120.071,117.030
HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.488,-3.719,-1.549,2.643,3.748,1.599,-0.498,-5.541,-3.553,1.194,-2.476,-3.653,-3.818,-1.201,-0.886,1.415,2.305,4.719,6.312,7.995,15.537,21.144,16.161,17.331,21.830,20.103,21.407,27.438,30.899,25.776,26.287,26.918,25.833,26.745,21.565,11.217,13.336,21.407,19.641,19.232,19.794,18.324,16.694,18.274,17.528,19.131,20.621,22.955,21.249,25.325,28.022,30.228,30.471,37.938,42.580,44.421,43.975,47.080,45.853,38.279,34.165,37.666,35.597,39.660,37.938,37.802,36.191,28.081,27.846,30.715,34.358,38.966,41.355,41.141
IPB,İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.711,-1.949,-2.534,-2.679,-2.823,-2.388,-1.949,-3.111,-1.949,1.082,0.000,-0.305,-0.909,-1.949,-5.355,-4.803,-5.628,-0.608,1.395,-1.208,2.347,1.395,-1.949,-1.506,-0.608,-2.967,-3.824,0.153,2.992,3.810,6.515,9.365,9.548,9.732,6.863,-2.242,0.307,4.473,4.473,4.473,4.808,2.830,1.711,5.997,3.155,4.140,4.473,6.515,3.645,2.992,5.145,9.732,11.224,18.909,18.051,18.693,16.578,16.370,17.838,9.365,7.743,9.732,7.038,9.732,9.182,10.847,14.737,13.739,14.938,16.578,17.626,22.015,23.164,24.571
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,0.024,4.953,7.944,8.428,8.887,8.657,9.467,11.290,12.879,17.025,15.936,14.722,15.805,18.169,17.645,20.032,19.526,21.847,22.701,23.216,28.957,31.852,29.505,31.347,34.111,32.277,33.414,34.286,35.459,33.523,33.697,35.303,34.352,34.220,33.501,28.333,30.100,32.298,31.326,33.004,34.067,33.134,33.177,35.526,35.370,35.727,36.267,38.098,37.383,38.075,40.650,41.766,43.925,43.123,43.423,43.850,43.623,45.299,45.918,42.701,43.523,47.356,45.401,46.281,45.170,47.198,48.823,46.307,47.647,46.359,48.340,50.018,50.595,51.066
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,2.507,-0.666,2.443,4.370,7.505,4.584,2.113,0.706,1.544,6.844,4.407,1.120,1.231,4.788,4.518,6.336,7.808,10.927,11.535,12.457,22.230,25.691,18.979,19.070,21.988,18.897,18.873,23.122,25.760,21.676,22.473,21.586,21.266,21.676,19.985,11.295,14.245,21.381,20.479,19.171,20.676,18.131,17.440,19.504,17.674,18.950,21.013,23.913,20.854,23.436,27.268,30.341,31.088,40.236,43.851,43.766,41.148,40.818,42.517,27.952,27.366,31.831,27.929,32.174,29.957,27.158,24.994,20.553,19.257,17.966,20.185,23.076,24.085,25.100
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,0.104,0.823,1.080,0.793,1.202,1.814,2.418,3.265,3.822,3.967,4.792,5.299,6.045,6.213,6.870,7.828,8.018,8.979,9.404,9.976,10.444,11.875,12.736,14.286,14.870,15.659,16.479,16.681,17.495,18.155,18.780,19.836,18.801,19.624,18.801,22.073,22.763,22.987,24.189,24.995,25.042,25.977,27.479,28.672,28.795,28.869,30.517,31.076,30.341,31.000,31.897,32.912,34.130,33.996,34.103,34.023,33.677,34.397,33.492,33.254,33.810,34.451,35.588,36.163,36.633,38.686,40.421,41.542,44.333,43.655,44.549,47.171,46.308,47.719
IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,-1.404,-2.923,-2.901,0.093,-0.349,-1.472,-0.511,1.444,1.637,5.464,7.799,6.831,8.922,8.839,9.731,9.872,10.552,12.882,14.633,15.436,19.226,21.526,20.501,22.991,24.964,25.219,25.549,30.561,36.988,38.943,42.738,41.981,39.713,33.781,32.417,35.816,33.697,31.765,28.524,30.960,31.000,31.120,30.204,34.284,34.537,36.335,34.621,36.988,35.730,35.859,40.584,41.887,41.840,43.889,48.785,48.785,47.759,49.199,51.681,48.733,51.789,56.387,56.387,53.419,51.467,54.470,61.881,53.145,56.102,50.404,48.578,53.309,54.637,53.860
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,-2.498,-4.800,-4.997,-2.731,-2.731,-4.104,-3.218,-1.105,-1.238,0.769,4.085,3.410,5.979,4.263,7.469,8.071,9.067,10.746,14.335,15.016,15.559,18.508,20.335,23.080,24.711,26.648,27.175,32.407,37.880,40.575,44.791,46.526,42.596,36.954,37.159,42.044,39.506,38.348,36.597,40.683,42.430,42.929,42.763,45.537,46.584,48.123,51.549,53.450,50.369,50.863,56.261,57.265,57.671,56.728,61.204,65.047,61.630,61.204,62.417,59.939,64.677,71.850,72.740,68.071,67.918,72.415,83.726,66.319,68.535,65.270,62.345,70.019,69.469,69.547
ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,0.357,0.593,1.177,1.316,1.832,1.666,1.620,1.895,2.405,2.467,2.710,2.837,3.296,3.799,4.566,5.201,5.746,6.504,7.153,8.101,8.311,9.203,9.841,10.600,10.804,11.257,12.386,12.737,13.727,13.562,14.676,16.032,14.830,15.954,14.168,18.625,19.168,18.670,19.451,20.474,21.228,21.762,22.923,24.172,24.184,24.486,24.930,25.203,25.487,25.859,26.425,27.100,27.758,28.701,28.677,28.820,28.820,28.762,28.661,28.988,30.003,31.236,31.718,31.671,32.408,34.577,36.148,37.524,37.962,38.806,40.227,42.286,41.512,42.709
SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,0.534,1.073,1.361,2.366,3.238,3.280,3.112,3.351,3.776,4.333,5.086,5.247,5.915,6.442,7.908,8.928,10.021,11.700,12.269,13.191,15.134,16.207,17.095,18.296,18.839,19.681,20.550,21.658,23.031,23.567,24.535,25.755,23.515,23.728,22.341,25.225,25.880,26.345,27.276,28.294,29.017,30.092,31.669,33.056,33.295,33.544,33.854,34.669,34.980,35.820,36.728,37.562,38.275,39.065,39.261,39.476,39.467,39.653,39.327,39.677,40.568,42.113,42.562,42.631,43.560,45.920,47.743,49.212,50.262,50.844,52.575,52.444,52.806,54.394
OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,0.341,0.966,1.520,2.095,2.451,1.424,2.160,2.743,3.830,5.761,5.813,5.900,7.107,8.000,8.761,9.942,9.663,11.398,11.801,12.951,17.179,19.469,18.551,20.491,22.820,23.100,24.043,26.984,29.238,27.609,29.393,30.619,28.853,27.109,26.439,26.538,27.685,29.626,29.782,31.094,31.868,32.624,34.134,35.878,36.998,38.019,38.937,40.839,38.343,39.355,40.503,42.543,43.936,44.482,46.507,46.540,46.408,47.407,47.575,46.143,48.047,52.327,51.014,51.579,52.578,53.992,55.247,53.228,54.728,53.773,55.732,58.474,60.079,61.395
DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.891,-1.136,0.902,2.756,5.242,1.425,-1.633,-3.808,-1.011,4.960,1.556,-4.044,-3.808,0.385,-0.635,1.425,1.556,4.539,4.679,5.668,16.345,19.360,14.140,14.474,18.278,14.474,13.643,16.866,19.360,14.140,15.317,16.000,14.140,13.314,11.064,1.294,3.984,11.538,10.907,9.664,10.437,7.703,7.407,9.972,8.599,8.901,9.053,11.222,8.149,9.510,12.824,16.172,15.657,21.773,23.113,22.727,20.833,21.395,22.344,11.222,9.818,15.317,10.593,12.178,10.593,9.818,8.901,1.953,1.294,-1.261,-0.255,0.902,2.891,2.219
SPN,AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.523,1.259,1.729,2.496,3.154,3.710,4.618,5.317,5.812,6.700,7.237,8.387,9.198,9.929,10.670,11.436,12.038,13.034,13.900,15.047,15.502,16.423,17.324,17.991,18.917,19.930,20.590,21.651,22.807,23.500,24.929,26.350,26.330,27.971,29.548,31.340,32.199,34.156,35.540,36.597,38.104,38.566,39.695,40.567,41.730,41.934,42.937,44.536,45.658,46.742,47.566,48.876,50.124,51.742,52.949,53.785,55.391,56.192,57.408,57.976,59.060,60.224,61.935,63.752,64.710,65.783,67.510,69.673,70.887,72.005,73.177,74.518,76.078,77.186
FSF,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.736,1.483,2.241,3.010,3.771,4.543,5.347,6.165,6.972,7.793,8.648,9.518,10.378,11.251,12.163,13.065,14.007,14.990,15.964,16.982,18.017,19.043,20.088,21.349,22.290,23.393,24.515,25.658,26.792,27.914,29.089,30.188,31.305,32.408,33.530,34.601,35.655,36.796,37.921,39.064,40.226,41.408,42.571,43.833,45.077,46.383,47.672,49.026,50.405,51.810,53.196,54.608,56.046,57.463,58.955,60.376,61.874,63.348,64.849,66.379,67.883,69.414,71.086,72.963,74.355,76.007,77.630,79.345,81.030,82.684,84.433,86.216,87.965,89.748
IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,2.851,3.664,7.499,9.849,11.178,9.069,7.477,6.974,8.540,9.995,10.085,7.113,7.273,10.266,9.524,11.316,11.374,12.598,12.858,13.394,21.698,24.893,21.149,22.894,26.673,25.607,27.741,31.122,31.668,31.346,31.910,33.003,33.998,35.024,34.754,25.857,27.696,29.589,29.761,30.612,31.202,28.505,28.828,32.593,31.523,32.137,33.598,35.758,35.194,35.313,36.118,39.040,38.987,40.641,42.241,43.074,43.955,45.928,46.008,42.260,43.245,46.425,45.101,45.731,43.666,46.147,47.753,47.106,48.570,48.570,49.854,51.565,50.842,50.315
DAS,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,0.339,0.722,1.133,1.206,1.612,2.001,2.349,2.761,3.213,3.380,3.780,4.133,4.498,4.959,5.390,5.658,6.055,6.649,7.325,8.209,8.224,8.898,9.709,10.247,10.419,11.134,11.673,11.979,12.566,13.060,13.645,14.295,14.361,14.231,14.336,18.704,19.344,19.476,19.953,20.723,21.543,22.041,22.628,23.406,23.855,24.098,24.316,25.086,25.840,26.454,26.942,27.478,28.129,28.692,28.779,28.828,29.197,29.183,29.412,29.585,30.162,30.585,30.667,30.581,31.105,32.301,32.950,34.542,35.067,34.956,35.853,37.476,36.102,37.332
DSP,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU,0.051,0.464,0.801,1.545,2.228,2.443,3.467,4.661,5.931,7.965,8.981,8.920,10.223,10.924,11.473,12.654,12.980,14.249,14.945,15.719,17.003,17.793,18.329,19.538,20.697,21.311,22.994,23.098,24.487,24.712,25.920,27.805,27.374,28.408,28.183,30.325,31.070,31.957,32.136,33.402,34.259,34.244,34.847,37.059,37.349,37.786,38.291,40.180,37.883,39.361,41.093,42.554,44.046,45.461,45.606,46.316,46.042,47.534,48.132,44.598,45.407,49.610,48.151,49.362,48.962,51.000,53.175,49.362,51.196,49.133,51.098,52.656,53.678,54.511
GUM,AK PORTFÖY GÜMÜŞ FON SEPETI FONU,-4.025,5.920,6.306,4.414,-3.389,3.280,9.527,16.234,23.207,24.634,26.910,32.746,36.372,36.125,35.982,41.942,34.045,38.930,43.383,44.138,45.110,45.484,48.155,55.739,61.646,63.577,68.018,66.164,66.901,63.785,68.676,76.519,69.182,61.300,63.933,71.429,76.106,79.928,73.502,79.144,81.191,86.002,91.847,90.673,94.072,99.735,97.508,101.158,88.211,90.633,96.606,92.871,99.031,90.875,82.288,78.014,89.355,95.415,90.272,88.368,95.966,106.726,108.828,104.573,106.348,115.502,124.107,113.870,122.507,103.605,99.075,107.200,113.668,106.963
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,-0.922,-3.897,-0.693,2.837,0.568,4.370,4.807,8.628,9.697,11.321,11.900,9.697,10.584,15.909,14.064,14.891,13.848,17.631,16.718,18.139,24.339,28.810,26.058,28.865,31.340,33.378,28.535,40.345,46.423,45.926,49.108,51.970,44.109,40.739,36.649,41.533,42.404,40.411,37.712,42.135,39.758,38.792,38.600,35.663,34.751,36.897,35.724,37.964,34.571,35.602,34.571,37.775,36.277,36.031,35.054,35.297,33.674,33.555,36.463,31.685,30.203,35.847,34.031,30.316,32.438,35.236,38.856,28.370,31.168,26.748,27.879,34.390,34.091,32.789
GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.416,2.778,8.205,10.815,13.749,9.091,5.463,4.471,7.160,12.595,9.449,2.937,2.462,6.220,5.380,7.854,7.680,8.646,7.854,8.557,19.784,25.070,18.505,19.355,23.907,21.091,20.217,26.376,28.571,22.426,21.978,20.434,19.892,17.564,16.842,6.051,8.557,15.425,15.325,15.325,16.434,13.458,12.977,16.535,15.026,15.425,15.225,17.668,14.729,16.434,19.784,22.426,22.090,28.200,31.491,30.078,28.200,30.845,31.491,21.422,21.091,27.342,22.878,24.719,22.765,22.314,20.981,13.555,13.458,11.185,12.027,13.652,16.129,15.225
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.324,-3.137,-0.010,4.727,8.257,5.718,3.712,1.839,3.031,7.593,2.762,-1.165,-2.776,-1.338,-3.339,-1.816,-0.647,3.194,5.223,7.157,15.156,22.424,17.788,19.789,21.046,18.315,18.001,22.755,28.088,26.008,25.637,24.453,23.525,25.207,23.386,14.530,20.983,27.470,26.122,24.654,22.603,22.030,22.044,23.452,23.474,24.490,24.952,25.667,24.818,28.104,34.658,38.161,36.884,43.756,44.223,46.173,44.363,44.763,45.825,34.303,31.361,38.454,30.133,35.111,32.420,27.036,24.862,18.584,16.753,15.462,16.675,19.446,22.726,22.287
PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,0.747,1.488,2.239,3.001,3.775,4.580,5.398,6.249,7.052,7.866,8.780,9.665,10.564,11.456,12.363,13.284,14.221,15.221,16.215,17.225,18.254,19.275,20.287,21.504,22.419,23.541,24.628,25.705,26.860,27.976,29.082,30.177,31.259,32.328,33.317,34.289,35.408,36.546,37.702,38.879,40.041,41.258,42.496,43.794,45.077,46.384,47.675,49.029,50.408,51.771,53.160,54.573,56.014,57.481,58.884,60.360,61.863,63.394,64.955,66.496,68.117,69.353,70.978,72.904,74.267,75.875,77.514,79.241,80.943,82.678,84.446,86.186,88.279,90.093
YHT,YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.635,1.603,2.258,3.257,3.934,4.620,5.667,6.376,7.095,8.191,8.935,9.689,10.453,11.620,12.411,13.214,13.620,14.855,16.117,17.407,18.727,19.623,20.532,21.456,22.394,23.346,24.803,25.794,26.295,27.309,28.340,29.388,30.453,31.535,31.535,31.535,32.636,33.193,34.322,34.894,35.470,35.470,37.826,39.035,40.265,41.518,42.793,44.091,45.413,46.759,48.131,50.237,51.675,52.404,53.883,55.392,56.931,57.711,59.296,60.101,61.735,63.402,64.249,65.969,67.725,68.617,70.430,72.283,73.224,75.138,76.111,78.090,79.096,81.143
ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,-0.468,0.707,0.207,0.392,0.194,0.873,0.017,0.427,0.118,1.403,2.052,2.348,2.703,2.791,3.238,5.475,3.050,5.063,4.430,4.646,5.353,7.887,7.942,9.884,10.972,11.375,12.800,12.322,12.160,12.622,13.242,16.784,17.010,19.212,18.446,22.898,24.518,28.011,28.957,29.904,31.289,31.312,31.910,33.972,34.252,33.857,33.457,34.221,33.677,33.996,34.273,35.012,35.606,33.389,32.168,32.972,32.590,31.568,30.574,29.438,29.811,31.870,30.982,30.357,30.804,33.470,34.971,38.282,38.086,36.906,38.842,41.001,40.936,41.812
AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,0.344,5.036,5.415,4.659,5.415,5.036,6.960,13.178,11.877,11.027,12.741,14.510,14.062,19.184,23.207,19.672,15.873,20.165,18.219,19.672,20.165,22.176,19.184,21.667,23.207,25.322,29.204,24.255,20.165,23.729,25.322,26.407,19.184,18.219,15.873,22.176,18.219,20.165,22.176,22.689,21.667,23.729,27.511,30.357,30.357,31.532,30.942,32.727,28.634,26.957,27.511,31.532,28.634,26.957,25.862,22.689,21.162,20.661,21.667,20.165,18.219,19.184,18.219,17.269,18.219,22.689,26.407,25.862,23.207,21.667,25.322,29.778,26.957,26.957
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,0.982,0.661,1.774,2.450,3.462,3.051,2.884,3.032,3.867,5.733,6.107,5.275,5.743,6.972,7.465,8.558,9.401,10.803,11.397,12.562,15.887,16.836,17.123,17.885,19.364,19.115,19.677,21.305,22.739,22.489,24.425,24.006,22.044,21.099,19.602,18.608,19.627,21.434,20.753,21.473,21.979,21.473,21.499,23.430,22.660,22.555,22.371,23.993,20.664,20.958,23.912,26.227,25.935,29.374,31.098,30.305,28.457,29.301,29.875,24.779,26.339,29.801,28.834,28.922,27.624,29.433,30.767,26.018,27.070,24.615,24.235,25.327,26.381,26.633
GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,-1.542,-1.728,-1.197,0.580,0.865,0.744,0.925,2.780,2.999,5.046,6.317,4.737,5.570,6.652,7.431,8.273,7.499,10.034,10.177,10.882,14.002,17.425,15.975,17.282,18.225,20.092,19.731,23.851,27.757,29.419,31.609,33.452,30.015,26.515,25.412,29.766,28.582,28.217,27.276,29.567,29.642,29.592,29.990,32.485,33.006,32.745,32.278,33.742,29.965,30.416,32.771,35.293,34.647,34.593,36.991,35.918,34.459,34.486,34.700,31.430,33.848,37.548,37.186,35.185,35.809,39.938,45.100,39.476,42.203,37.186,37.688,41.756,42.472,42.652
