Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks
IDN,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,0.000,3.212,2.850,5.581,3.759,5.486,6.879,10.296,10.400,12.088,14.439,16.891,20.555,23.539,20.431,18.246,21.115,22.379,23.085,20.123,20.493,19.694,22.251,23.539,20.246,21.807
IUT,INVEO PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,2.130,4.076,1.909,3.526,2.042,3.435,4.539,7.162,8.000,8.649,9.408,11.857,14.140,15.317,12.608,9.358,11.486,10.593,9.972,7.555,8.349,7.407,9.154,8.299,6.146,6.482
GBG,INVEO ASSET MANAGEMENT G-20 COUNTRIES FOREIGN EQUITY FUND,-0.820,2.110,0.833,1.255,1.681,4.762,5.217,8.520,9.009,9.502,10.502,14.151,16.346,19.802,17.476,16.908,21.000,19.802,19.212,16.908,19.212,17.476,17.476,17.476,14.151,15.238
GMR,INVEO ASSET MANAGEMENT SECOND EQUITY FUND (EQUITY-INTENSIVE FUND),6.659,9.423,12.880,19.103,23.210,18.193,17.446,14.691,12.743,10.071,13.155,10.333,13.570,13.293,9.294,4.031,-0.108,3.683,6.782,9.166,8.655,14.833,23.046,25.541,37.426,40.758
GKS,INVEO PORTFÖY İKİNCİ SERBEST FON,0.736,1.519,2.278,2.863,3.680,-7.290,-13.616,-16.720,-17.485,-20.695,-22.156,-19.383,-15.669,-15.246,-18.928,-23.827,-16.502,-12.244,-12.244,-12.378,-12.565,-9.509,-9.509,-10.188,-10.131,-9.452
GAK,INVEO ASSET MANAGEMENT MIXED FUND,2.182,3.198,4.257,6.536,7.859,7.689,8.620,8.471,8.817,9.516,11.044,11.955,13.471,14.286,14.477,13.552,12.881,15.195,17.462,18.776,19.460,21.992,23.539,26.886,31.570,32.336
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,0.775,1.561,2.360,3.172,4.080,4.919,5.772,6.552,7.432,8.236,9.053,9.789,10.629,11.387,12.252,13.130,13.923,14.727,15.439,16.265,16.996,17.738,18.380,19.030,19.687,20.463
GSM,INVEO PORTFÖY SMART ALGO SERBEST FON,5.702,8.666,9.880,14.298,15.851,10.069,10.736,9.691,10.736,11.314,12.588,13.387,14.298,14.606,11.411,6.141,5.702,4.068,9.503,12.588,8.666,15.956,19.645,17.232,20.320,23.456
IRT,INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,1.885,7.201,9.003,12.621,14.656,14.297,15.382,17.756,18.714,20.579,25.830,29.689,34.656,39.019,35.280,30.793,34.038,37.706,39.684,39.151,40.288,41.239,43.673,45.609,44.384,43.320
IZS,İSTANBUL PORTFÖY ALTINCI SERBEST FON,1.320,1.243,0.543,2.675,2.753,3.825,8.412,11.772,16.421,18.710,22.806,20.710,26.417,23.257,19.688,21.009,21.942,22.470,24.140,24.082,22.247,24.716,24.658,20.547,21.721,20.683
IPB,ISTANBUL ASSET MANAGEMENT FIRST VARIABLE FUND,1.538,4.762,4.762,5.600,6.452,6.452,5.600,3.125,4.762,7.027,10.000,11.864,14.783,15.116,14.451,12.821,11.864,16.814,None,25.316,22.222,30.693,33.333,32.886,34.694,34.237
IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,2.393,4.186,5.025,6.995,8.522,8.008,7.079,6.828,7.037,7.753,9.127,8.608,10.671,12.167,12.121,10.270,9.258,12.213,11.301,13.516,15.284,19.668,24.060,27.705,30.630,35.746
IZB,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON,3.068,5.478,2.799,4.179,10.394,4.685,4.408,-4.303,-3.050,-2.970,0.063,1.959,5.478,4.523,5.103,4.385,6.978,9.831,16.704,15.340,15.424,19.561,20.996,24.038,28.933,33.474
IJV,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.766,1.600,2.392,3.195,4.011,4.781,5.622,6.416,7.222,8.040,8.870,9.649,10.438,11.306,12.119,12.945,13.712,14.490,None,16.078,16.741,17.411,18.089,18.851,19.545,20.327
IVY,İSTANBUL PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON,2.951,1.509,-5.422,-0.528,-6.963,0.053,5.134,10.304,15.725,22.258,23.137,25.516,29.574,34.764,42.404,40.597,44.037,45.146,None,39.041,39.866,33.617,38.326,36.226,27.815,25.433
ACC,İSTANBUL ASSET MANAGEMENT FOURTH  EQUITY FUND (EQUITY-INTENSIVE),5.943,7.344,8.234,14.649,17.163,13.517,13.035,13.243,14.804,15.278,17.250,16.195,18.363,19.401,16.489,11.437,8.977,15.020,17.026,17.927,14.822,20.161,25.927,24.072,27.831,36.462
ACK,ISTANBUL ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),4.906,7.752,10.757,16.807,19.828,15.353,13.934,11.647,11.200,11.647,13.469,13.469,16.807,16.318,13.934,9.449,7.336,13.008,None,14.876,13.008,19.828,24.107,22.467,27.523,28.704
ACD,ISTANBUL ASSET MANAGEMENT SECOND VARIABLE MUTUAL FUND,3.456,4.578,5.897,10.059,11.330,9.274,9.873,9.458,10.433,10.903,12.678,13.070,15.018,16.146,15.579,12.145,9.735,12.484,None,14.916,14.815,18.850,26.041,26.531,30.070,34.504
IRV,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,1.545,2.563,3.486,5.141,6.561,6.274,7.767,6.850,7.265,8.232,10.044,10.176,11.917,12.281,12.464,12.099,12.694,13.575,15.378,16.204,15.668,18.143,20.200,20.726,23.756,22.766
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),7.253,11.566,13.834,17.548,20.207,14.249,9.386,5.201,5.698,5.096,6.271,4.674,7.363,9.043,7.732,2.787,-0.634,2.317,None,3.125,0.999,6.055,13.505,10.504,15.854,19.977
IST,İSTANBUL ASSET MANAGEMENT SHORT-TERM BONDS AND BILLS FUND,1.563,1.563,3.175,3.175,4.839,4.839,6.557,6.557,8.333,8.333,8.333,10.169,10.169,12.069,12.069,14.035,14.035,14.035,None,16.071,16.071,18.182,None,18.182,20.370,20.370
YCY,İSTANBUL PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,0.656,1.381,2.054,2.612,3.493,4.131,5.103,5.497,5.960,6.899,7.717,8.478,8.968,9.462,10.248,11.412,12.226,12.525,12.977,13.508,14.045,14.353,14.586,15.211,15.606,15.923
IMF,İSTANBUL PORTFÖY MAESTRO SERBEST FON,-0.945,-2.691,0.127,0.672,1.714,2.542,2.810,3.181,3.249,3.589,3.691,4.484,4.867,5.997,6.934,7.962,8.971,9.770,10.386,11.009,11.521,12.037,10.386,11.048,11.088,11.363
IIE,İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON,4.619,8.384,9.942,10.846,13.786,11.325,10.716,7.971,8.136,9.347,11.765,10.759,10.672,9.221,8.301,8.634,8.676,9.559,10.241,11.238,11.897,15.363,18.601,21.973,42.476,38.165
IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,0.278,3.835,5.350,4.035,5.248,5.659,8.084,8.844,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ACU,İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON,0.642,1.296,2.256,3.375,4.403,5.361,5.831,5.962,6.360,7.157,7.865,8.376,10.288,10.970,10.843,12.609,12.700,13.483,13.906,13.717,12.894,15.340,13.204,11.314,13.026,13.183
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),5.335,7.562,11.150,16.425,18.218,13.505,13.393,13.154,14.739,15.124,16.702,15.100,20.034,20.903,19.891,15.232,11.822,17.363,None,21.090,19.774,25.491,31.357,31.639,41.823,52.379
ARE,ISTANBUL ASSET MANAGEMENT FOREIGN (EMERGING MARKETS) BONDS FUND,0.000,0.763,1.538,3.125,2.326,3.937,4.762,6.452,6.452,6.452,7.317,7.317,9.091,11.864,12.821,13.793,15.789,15.789,None,14.783,14.783,14.783,12.821,13.793,12.821,13.793
TTA,İŞ ASSET MANAGEMENT GOLD FUND,2.871,0.939,0.939,1.415,2.381,3.365,5.911,5.392,5.911,9.137,10.256,12.565,11.399,10.825,12.565,18.785,23.563,20.787,None,22.159,21.469,19.444,18.132,19.444,20.112,19.444
IBB,İŞ ASSET MANAGEMENT THIRD VARIABLE FUND,1.949,3.178,2.994,4.407,4.509,6.069,7.707,9.587,11.353,12.888,14.745,16.918,18.761,21.148,20.721,20.605,22.787,21.893,None,23.573,24.000,23.532,24.905,23.512,22.767,24.061
IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,2.196,3.644,3.667,4.823,4.632,6.029,7.088,10.424,12.008,13.108,15.171,16.422,18.214,21.744,21.840,21.104,23.605,23.242,None,23.738,23.506,23.110,24.541,24.406,23.638,24.675
IUV,İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON,0.531,1.177,1.640,2.381,3.535,4.803,5.492,6.952,7.202,7.535,8.247,9.259,10.098,11.441,12.228,13.163,14.313,14.936,16.497,16.948,17.378,17.906,16.360,16.915,17.070,17.666
TAU,İŞ ASSET MANAGEMENT BIST BANKS INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),2.319,0.570,-0.843,11.709,14.239,5.373,5.373,11.356,16.887,22.569,27.437,27.899,26.523,22.569,20.890,13.141,10.658,16.118,None,27.899,17.276,30.741,30.741,32.707,34.733,50.855
TTE,İŞ ASSET MANAGEMENT BIST TECHNOLOGY CAPPED INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),9.144,15.515,17.134,21.290,31.469,23.481,21.683,16.409,12.913,14.286,24.710,30.329,32.628,36.976,34.286,27.242,22.876,31.010,None,43.511,43.786,54.415,69.752,63.478,70.909,69.752
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.724,8.140,11.509,14.957,18.857,18.182,17.162,11.678,8.457,4.130,9.222,6.428,8.157,5.383,4.703,0.559,-3.214,2.133,None,12.167,10.749,19.347,25.703,28.197,38.321,44.790
TIE,İŞ ASSET MANAGEMENT BIST 30 INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),4.700,6.366,6.933,12.958,14.571,8.967,8.967,7.507,8.672,10.773,12.958,13.277,16.232,16.570,15.230,8.378,5.249,8.086,None,9.264,6.649,11.699,16.232,12.011,15.230,19.345
CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,0.521,1.028,1.494,2.196,2.849,4.003,4.587,6.229,6.786,7.285,8.151,9.403,9.986,11.963,12.900,13.694,14.655,14.928,16.408,16.698,16.952,17.505,16.054,16.827,16.673,17.366
IJP,İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON,0.407,3.481,3.447,5.939,4.935,7.355,8.406,11.416,12.273,14.393,16.552,18.970,22.277,26.467,24.265,21.860,25.136,25.971,None,23.881,24.747,24.602,25.136,26.169,23.310,23.168
TI7,İŞ ASSET MANAGEMENT SECOND VARIABLE FUND,1.298,2.804,1.680,2.553,2.038,3.362,4.686,8.472,10.696,11.992,13.296,15.732,16.747,18.392,18.281,17.850,19.450,19.559,None,20.340,21.020,20.738,20.979,21.098,20.580,21.734
KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,1.574,2.806,3.235,4.360,4.618,5.623,6.609,9.642,10.705,11.705,13.326,14.418,16.028,17.965,17.965,17.778,19.968,19.871,None,19.968,20.211,20.065,20.798,20.308,20.259,21.143
IJB,İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON,0.362,3.244,0.764,2.670,1.540,2.253,2.937,5.446,5.727,5.526,6.336,8.930,13.951,17.630,15.906,11.879,15.135,15.858,None,12.378,12.015,11.608,12.424,12.974,10.804,9.837
IPJ,İŞ ASSET MANAGEMENT ELECTRIC VEHICLES MIXED FUND,-1.869,-0.126,-3.187,-2.712,-5.518,-2.039,-1.110,2.868,2.814,2.363,3.648,6.861,10.341,11.021,8.055,3.702,7.557,6.717,None,3.323,3.974,2.310,2.801,4.001,-1.036,-2.136
TGE,İŞ ASSET MANAGEMENT COMMODITIES FOREIGN ETF FUND BASKET FUND,0.000,2.500,1.653,1.653,1.653,4.237,7.895,7.895,2.500,2.500,1.653,3.361,0.820,1.653,1.653,4.237,6.957,4.237,None,4.237,6.957,6.957,6.957,6.957,4.237,6.957
IPV,İŞ ASSET MANAGEMENT EUROBOND DEBT INSTRUMENTS (FX) FUND,0.392,0.994,1.439,2.317,3.156,4.386,5.246,6.389,6.794,7.338,8.231,9.399,10.168,11.662,12.634,13.715,15.031,15.537,None,17.328,17.821,17.996,16.460,17.291,17.065,17.723
IOG,İŞ PORTFÖY GÜMÜŞ SERBEST FON,-0.188,1.758,0.031,0.984,-3.808,-2.541,-0.903,0.189,-4.758,0.951,1.466,6.740,6.419,7.534,7.972,12.236,18.503,11.216,9.194,12.633,10.444,4.190,4.361,10.675,8.932,7.244
TI2,İŞ ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),4.847,6.791,8.839,15.649,18.619,15.615,16.913,16.711,18.386,18.818,22.658,21.340,24.341,23.927,23.199,17.380,13.538,19.034,None,23.362,21.748,28.796,34.477,30.496,37.724,44.472
IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.944,8.579,12.302,13.715,17.594,14.161,13.715,8.175,5.433,3.762,5.390,3.680,4.800,1.866,0.537,-4.797,-8.263,-4.100,None,2.224,0.268,7.819,14.761,14.510,20.737,21.016
TI3,İŞ ASSET MANAGEMENT İŞ BANK SUBSIDIARIES INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),3.998,4.321,5.685,12.693,16.387,8.462,10.621,9.524,7.882,6.110,10.611,8.916,8.662,4.745,2.968,0.062,-3.322,-2.233,None,7.812,3.931,10.713,19.104,22.072,28.516,38.963
IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.065,6.972,8.990,15.728,18.887,16.344,18.048,17.564,18.428,19.397,23.455,21.803,24.949,23.921,23.605,18.199,13.471,17.821,None,21.497,19.943,27.391,33.208,30.893,38.216,47.111
IAT,İŞ ASSET MANAGEMENT LEASE CERTIFICATES PARTICIPATION FUND,0.000,0.000,1.333,1.333,2.703,2.703,4.110,4.110,5.556,5.556,7.042,7.042,7.042,8.571,8.571,8.571,10.145,10.145,None,11.765,11.765,11.765,13.433,13.433,13.433,15.152
FBV,İŞ PORTFÖY MODEL SERBEST FON,-0.481,2.593,1.433,1.855,2.087,3.501,4.751,5.947,5.037,5.614,7.729,9.172,11.433,13.983,13.502,11.618,15.203,13.215,13.935,11.757,12.505,12.883,14.225,13.454,9.305,11.203
ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,0.363,0.884,1.385,2.184,3.466,4.629,5.097,5.562,5.837,6.074,6.617,7.360,8.069,8.936,9.554,10.652,11.461,12.156,13.785,14.268,14.805,15.497,13.777,13.980,14.381,14.687
TI6,İŞ ASSET MANAGEMENT MEDIUM-TERM BONDS FUND,0.477,1.098,1.537,2.079,2.403,2.422,2.997,5.735,6.504,7.163,7.700,8.292,8.454,8.752,8.394,9.133,9.939,10.459,None,11.750,11.580,12.307,11.803,12.153,12.868,13.379
TBV,İŞ ASSET MANAGEMENT PRIVATE SECTOR BONDS FUND,0.704,1.418,2.143,3.623,4.380,5.147,5.926,7.519,8.333,9.160,10.000,10.000,10.853,11.719,12.598,12.598,13.492,14.400,None,15.323,16.260,17.213,17.213,18.182,18.182,19.167
IKL,İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON,2.095,2.869,1.764,4.063,6.356,8.447,7.864,10.548,11.929,12.304,14.586,15.482,18.285,19.268,18.118,16.717,18.873,18.817,None,19.809,20.964,20.528,20.615,21.697,20.499,23.737
IDF,İŞ PORTFÖY SERBEST (DÖVİZ) FON,0.396,0.995,1.401,2.356,3.458,4.755,5.361,6.345,6.750,7.195,7.873,8.750,9.535,10.825,11.512,12.554,13.517,14.131,15.605,16.060,16.631,16.889,15.412,15.986,16.138,16.722
IJZ,İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,1.321,5.651,7.909,13.747,13.419,12.791,13.376,17.129,17.409,20.843,27.658,31.347,34.917,38.134,31.435,29.419,32.734,38.685,None,42.671,41.340,44.804,54.135,55.474,59.374,59.460
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.992,6.799,8.860,15.227,17.966,14.589,15.549,15.335,16.526,17.186,20.837,19.672,22.628,23.115,None,None,None,None,None,None,None,None,None,None,None,None
IJT,İŞ PORTFÖY TARIM SERBEST FON,0.915,4.650,6.098,5.112,5.726,7.178,8.437,8.126,6.976,5.825,6.547,6.397,9.726,11.593,12.314,12.202,11.046,12.230,12.593,12.091,11.018,12.959,15.467,18.058,21.254,21.809
IEV,İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON,1.148,3.989,3.024,6.105,5.101,6.237,6.503,8.723,12.555,12.407,15.350,19.953,23.311,27.622,23.490,20.975,21.783,21.435,None,19.170,19.448,16.934,18.178,15.090,13.556,15.194
ITP,İŞ PORTFÖY TEKNOLOJİ KARMA FON,-0.918,2.976,3.896,7.570,5.812,7.596,8.549,11.788,11.871,12.481,14.992,18.170,22.414,26.585,22.447,20.143,25.152,27.331,None,24.158,25.812,24.294,25.394,28.486,25.117,24.979
TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,0.000,1.351,1.351,2.740,2.740,4.167,5.634,8.696,10.294,10.294,11.940,13.636,13.636,15.385,15.385,15.385,17.187,17.187,None,17.187,19.048,19.048,19.048,19.048,19.048,20.968
TI4,İŞ ASSET MANAGEMENT FIRST VARIABLE FUND,0.930,1.634,2.198,3.078,3.809,4.262,5.385,6.935,7.716,8.482,9.279,10.525,11.469,11.414,11.379,12.442,13.211,12.923,None,15.824,16.305,16.524,15.749,16.613,17.200,18.132
ILZ,İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU,1.128,1.906,2.489,3.358,4.064,4.888,5.762,7.402,8.434,8.977,10.000,10.719,11.489,12.477,13.271,13.779,15.111,15.724,None,16.788,17.373,17.690,18.330,18.376,18.514,19.256
EDU,İŞ PORTFÖY TEV EĞİTİME DESTEK SERBEST FON,1.951,3.522,4.287,5.614,5.931,6.975,8.372,9.465,10.580,11.453,12.970,14.066,14.809,15.846,16.132,16.419,18.075,18.472,18.971,19.072,19.273,19.273,19.779,18.372,18.273,19.983
TDG,İŞ ASSET MANAGEMENT FOREIGN DEBT INSTRUMENTS FUND,0.649,0.977,1.639,2.310,3.679,4.730,5.442,6.164,6.529,6.897,7.266,8.392,8.772,9.929,10.714,11.511,12.319,13.139,None,15.242,15.672,16.105,14.815,14.815,15.242,15.242
TMG,İŞ ASSET MANAGEMENT FOREIGN EQUITY FUND,-0.705,2.737,1.625,4.259,3.303,6.226,7.238,11.045,12.375,12.600,14.664,17.782,21.598,25.670,21.861,20.043,25.111,25.390,None,20.557,22.926,20.557,20.815,21.861,17.537,18.277
IJC,İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,-2.296,3.935,5.927,9.540,5.406,6.643,7.996,13.170,11.476,12.576,15.860,22.560,27.303,27.545,20.984,16.287,18.184,20.332,None,19.182,18.002,17.898,20.739,21.808,21.175,20.359
IUF,İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON,-0.442,-0.003,-0.165,0.740,0.067,2.998,3.739,5.965,4.952,5.790,7.058,9.362,10.971,13.291,13.905,15.077,17.166,17.718,17.550,16.908,18.041,16.749,15.427,15.524,14.264,15.602
IKP,İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON,1.125,3.586,-0.614,0.093,-1.761,0.999,2.568,5.961,7.155,8.703,9.033,13.668,15.207,16.493,13.868,11.092,15.618,12.054,None,7.797,9.624,7.084,7.404,7.690,4.120,4.019
KRC,KARE ASSET MANAGEMENT FIRST BONDS FUND,0.000,0.000,1.852,None,1.852,3.774,3.774,5.769,5.769,5.769,7.843,7.843,7.843,10.000,10.000,10.000,12.245,12.245,12.245,14.583,14.583,None,14.583,14.583,17.021,17.021
KRF,KARE ASSET MANAGEMENT FIRST VARIABLE FUND,2.953,3.475,4.054,None,7.836,8.747,9.674,10.368,11.012,11.664,12.748,12.793,13.451,14.585,18.278,19.991,21.085,21.296,22.737,21.402,18.530,None,25.049,21.986,23.480,27.936
KUB,KARE ASSET MANAGEMENT SECOND BONDS AND BILLS (FX) FUND,-0.269,1.923,2.770,5.099,5.099,6.916,8.480,11.411,12.766,13.456,14.861,17.035,18.910,21.242,20.455,20.847,23.256,23.256,24.080,22.848,24.080,23.256,22.848,23.256,21.639,22.039
KYA,KARE ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),6.757,8.219,9.553,None,17.910,14.493,13.760,10.920,10.233,9.217,13.397,11.617,14.863,16.176,18.303,13.217,10.575,13.397,18.896,19.496,18.500,None,30.220,27.648,31.423,36.731
KPP,KARE PORTFÖY PARA PİYASASI FONU,0.877,1.670,2.475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,0.000,4.380,5.147,7.925,5.535,7.925,9.160,14.400,15.789,16.735,18.182,22.222,24.891,28.829,24.891,24.348,27.679,27.111,27.679,24.891,25.991,24.348,24.348,25.439,22.222,22.222
KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,0.501,1.189,1.753,2.535,3.751,4.973,5.826,6.676,7.209,7.553,8.295,9.279,10.056,11.378,12.317,13.395,14.326,15.131,16.672,16.585,17.070,17.256,15.663,16.327,16.485,17.046
KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.088,1.213,2.581,3.602,4.892,4.957,9.116,8.665,9.399,11.927,13.297,15.186,None,14.637,17.074,21.025,26.798,24.402,22.914,24.054,24.072,23.963,20.713,23.040,23.599,23.004
KAV,KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON,-0.572,-0.076,-0.413,0.563,0.194,2.844,3.695,5.365,4.035,4.390,5.540,7.706,9.211,10.804,11.341,11.574,13.525,14.050,14.278,13.810,14.512,13.326,11.857,11.695,10.667,11.763
KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,0.343,0.840,1.315,2.091,3.347,4.492,4.937,5.378,5.624,5.833,6.354,7.067,7.765,8.602,9.199,10.274,11.058,11.737,13.345,13.807,14.305,14.962,13.211,13.382,13.737,14.000
KTR,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON,0.751,1.486,2.232,2.989,3.671,4.391,5.122,5.862,6.614,7.376,8.117,8.870,9.632,10.373,11.124,11.852,12.556,13.269,13.956,14.617,15.285,15.962,16.610,17.265,17.965,18.673
KTM,KUVEYT TÜRK ASSET MANAGEMENT FIRST PARTICIPATION (TL) FUND,2.301,3.777,5.821,8.029,9.182,7.905,7.988,6.833,6.551,6.324,6.860,6.887,None,9.520,9.323,8.125,7.156,8.790,10.202,10.561,9.464,12.287,14.994,13.291,17.200,20.734
KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,2.463,4.406,6.122,8.396,9.027,8.585,9.924,9.859,9.924,9.730,11.098,11.962,None,15.342,14.495,14.425,15.200,16.129,17.514,16.781,15.985,19.160,21.717,19.464,22.433,26.743
KTT,KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,0.431,0.998,1.482,2.276,3.318,4.514,5.231,6.271,6.773,7.570,8.156,9.220,10.022,11.379,12.281,13.068,14.055,14.585,16.108,16.337,16.765,17.324,15.819,16.183,16.373,16.903
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.484,9.263,12.903,15.281,18.086,15.718,18.021,12.309,11.024,9.431,10.507,9.543,None,12.073,10.108,6.272,1.377,4.350,8.707,11.024,8.431,15.781,23.840,19.207,26.932,31.872
KTS,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM SERBEST FON,3.209,6.085,8.196,8.798,9.546,8.556,13.090,10.714,9.862,10.858,12.570,12.718,14.450,13.899,13.559,15.453,15.473,14.815,16.832,17.493,15.668,19.086,21.107,19.418,22.778,25.087
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.118,8.507,12.161,16.253,17.968,16.210,17.636,14.572,14.422,12.450,13.892,12.900,None,17.664,15.971,11.121,7.897,11.057,14.860,15.067,11.652,18.288,24.588,20.140,27.316,33.705
KSV,KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.770,1.503,2.247,3.002,3.768,4.545,5.282,6.028,6.786,7.499,8.277,9.010,9.754,10.449,11.211,11.925,12.648,13.380,14.060,14.748,15.380,16.020,16.602,17.255,17.849,18.516
KTV,KUVEYT TÜRK ASSET MANAGEMENT SHORT-TERM LEASE CERTIFICATES PARTICIPATION (TL) FUND,0.703,1.380,2.066,2.762,3.430,4.182,4.868,5.564,6.269,6.943,7.585,8.195,None,9.435,10.065,10.703,11.262,11.914,12.485,13.018,13.600,14.189,14.738,15.338,15.945,16.511
KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.757,1.083,0.689,1.480,0.479,1.880,3.641,4.414,2.628,6.635,7.660,10.530,None,9.700,11.299,15.509,21.089,17.120,15.271,17.530,16.309,12.832,11.855,15.788,14.368,13.710
KTN,KUVEYT TÜRK ASSET MANAGEMENT LEASE CERTIFICATES PARTICIPATION (TL) FUND,0.750,1.453,2.435,3.191,3.929,4.146,4.614,5.086,5.371,6.043,6.237,6.822,None,8.246,8.955,9.777,10.681,11.388,11.923,12.609,13.193,13.969,14.492,15.020,15.629,16.168
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,0.740,1.492,2.195,2.969,3.632,4.366,5.110,5.801,6.502,7.212,7.866,8.528,None,9.808,10.424,11.048,11.679,12.317,12.963,13.543,14.129,14.721,15.319,15.924,16.535,17.152
KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,0.565,3.530,4.484,6.858,6.357,7.689,8.912,10.751,10.899,10.849,12.856,15.044,None,22.146,18.432,17.428,20.610,20.145,20.551,18.884,18.998,19.111,20.493,19.454,18.714,20.785
